Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,,AAPL,AAPL,AAPL,AAPL,,AAPL,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GC=F,GC=F,GC=F,GC=F,GC=F
2023-02-24,AAPL,145.28561258669828,145.36462227322275,143.91285130614398,144.8905792236328,144.8905792236328,55469600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,AAPL,145.87821451304222,147.32010021469048,145.62142919964901,146.08560180664062,146.08560180664062,44998500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,AAPL,145.22635786930326,147.23118155565606,145.00908500057525,145.58189392089844,145.58189392089844,50547000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,AAPL,145.00908849876785,145.40412186804485,143.2116520085762,143.5079345703125,143.5079345703125,55479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,AAPL,142.58950014966683,144.89060684866965,142.11544194013547,144.10052490234375,144.10052490234375,52238100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,AAPL,146.20407279147852,149.23600736765022,145.50288630750634,149.15699768066406,149.15699768066406,70732300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,AAPL,151.8827898611123,154.3616721188966,151.55689556759242,151.92230224609375,151.92230224609375,87558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-07,AAPL,151.79391895570362,152.11982833887177,149.25579810311828,149.719970703125,149.719970703125,56182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,AAPL,150.91494388116536,151.5667625921133,149.94710144553787,150.9741973876953,150.9741973876953,47204800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,AAPL,151.65562670311525,152.62346903568368,148.3669218148619,148.7224578857422,148.7224578857422,53833600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,AAPL,148.3471863994858,149.06812912915592,145.77942411442874,146.65838623046875,146.65838623046875,68572400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,AAPL,145.97694231528436,151.2408445051467,145.86830586973156,148.6039581298828,148.6039581298828,84457100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,AAPL,149.4039106364519,151.49761478500946,148.23855155589501,150.69766235351562,150.69766235351562,73695900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,AAPL,149.31503194180715,151.34948260848185,148.06077752387876,151.09271240234375,151.09271240234375,77167900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,AAPL,150.27298045799404,154.5196567133458,149.75942505583248,153.91722106933594,153.91722106933594,76161100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17,AAPL,154.14438228182223,154.7962009363973,152.36670189187112,153.07777404785156,153.07777404785156,98944600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,AAPL,153.14692183341302,155.86281797805782,152.23831786199295,155.44801330566406,155.44801330566406,73641400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21,AAPL,155.36900288355957,157.4231944974596,154.59866219140062,157.3046875,157.3046875,73938300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,AAPL,157.32443633451206,160.1292123200188,155.85290921676807,155.87266540527344,155.87266540527344,75701800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,AAPL,156.86027933820688,159.54654859691777,155.72453196517867,156.9590301513672,156.9590301513672,67622100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-24,AAPL,156.88991856429575,158.35156031348998,155.89244937558198,158.26268005371094,158.26268005371094,59196500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,AAPL,157.95651005912973,158.77621864094067,155.9121738846932,156.3170928955078,156.3170928955078,52390300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,AAPL,156.0109239824416,156.5244793815335,154.045597696947,155.69488525390625,155.69488525390625,45992200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,AAPL,157.39359791374972,159.05277154396305,157.37385679009435,158.7762451171875,158.7762451171875,51305700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,AAPL,159.52677281990913,160.45511775307082,159.27000265374878,160.3464813232422,160.3464813232422,49501700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,AAPL,160.42551172065657,162.95376161088404,159.90208569195596,162.85499572753906,162.85499572753906,68749800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,AAPL,162.23282167038158,164.22775993608965,162.18343872786127,164.1092529296875,164.1092529296875,56976200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04,AAPL,164.53391473562277,164.7709287291007,163.0623875580335,163.57594299316406,163.57594299316406,46278300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,AAPL,162.6969680127728,163.00312110973053,159.79342626688646,161.72911071777344,161.72911071777344,51511700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06,AAPL,160.4155952348565,162.91423296294042,159.99093517118368,162.61795043945312,162.61795043945312,45390100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,AAPL,159.4181940213501,160.0206298828125,158.09481526651845,160.0206298828125,160.0206298828125,47716900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,AAPL,160.33662790848967,160.34649846878187,158.51943515436048,158.80584716796875,158.80584716796875,47644200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,AAPL,159.22063801456596,160.05021717246308,157.79849370413785,158.11453247070312,158.11453247070312,50133100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,AAPL,159.625550544249,163.7438344852104,159.41814822842684,163.50680541992188,163.50680541992188,68445600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-14,AAPL,162.54881157777572,164.25736760244948,161.78837168540608,163.1611328125,163.1611328125,49386500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,AAPL,163.04267549723352,163.3389581388287,161.99582322388355,163.18093872070312,163.18093872070312,41516200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,AAPL,164.04014141829643,165.33389323571308,163.59570997116356,164.40554809570312,164.40554809570312,49923000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,AAPL,163.74385542338587,166.07458878664085,163.48707013576512,165.55116271972656,165.55116271972656,47720200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,AAPL,164.03024493447634,165.78816920558748,163.50681889136789,164.5832977294922,164.5832977294922,52456400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,AAPL,163.00315275355902,164.38578477260316,162.45009994594136,162.97352600097656,162.97352600097656,58337300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,AAPL,162.95375377005053,163.5463189024918,161.85751882372426,163.2796630859375,163.2796630859375,41949600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-25,AAPL,163.14141715156464,164.24752277490956,161.69951654722522,161.73902893066406,161.73902893066406,48714100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,AAPL,161.03779484245666,163.2302645252869,160.78102468006927,161.72911071777344,161.72911071777344,45498800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,AAPL,163.14141866066578,166.46962119212645,163.14141866066578,166.3214874267578,166.3214874267578,64902300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-28,AAPL,166.40049965137717,167.74363439949644,165.79806388046575,167.5757293701172,167.5757293701172,55275900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,AAPL,167.180693761707,168.33618234272492,166.54863124552048,167.48684692382812,167.48684692382812,52472900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,AAPL,167.98064044655123,168.2374257243008,165.46226102978648,166.44985961914062,166.44985961914062,48425700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,AAPL,167.3979472668269,168.80033534118735,165.08697037258037,165.3733673095703,165.3733673095703,65136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04,AAPL,162.84514548869322,164.96847661956093,162.2723364468385,163.73397827148438,163.73397827148438,81235400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,AAPL,168.85958887715515,172.13842316096267,168.64231599957478,171.41748046875,171.41748046875,113453200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,AAPL,170.34100335662225,171.69402369424722,169.9755966946327,171.34835815429688,171.34835815429688,55962800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,AAPL,170.9039412906591,171.38785496168964,169.47192632998963,169.6398162841797,169.6398162841797,45326900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,AAPL,170.87429621552187,171.87176527271458,169.76817565129102,171.4075927734375,171.4075927734375,53724500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,AAPL,171.6940112425966,172.42482451357537,170.03483786854437,171.59524536132812,171.59524536132812,49514700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,AAPL,171.70405030041803,172.13919719280526,169.1129675562631,170.6656494140625,170.6656494140625,45533100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,AAPL,171.24907963807638,171.29853087630417,169.57772738261178,170.17111206054688,170.17111206054688,37266700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16,AAPL,170.09199309746225,171.2292961247054,169.90408744643617,170.17111206054688,170.17111206054688,42110300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,AAPL,169.8151358327416,171.0216588875202,168.5393629149387,170.78431701660156,170.78431701660156,57951600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18,AAPL,171.09087517456516,173.30616130301183,170.6755118549318,173.11825561523438,173.11825561523438,65496700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,AAPL,174.44347306887536,174.44347306887536,173.00947735219142,173.22705078125,173.22705078125,55809500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,AAPL,172.06002976447343,172.7819846737764,171.53587981631637,172.27760314941406,172.27760314941406,43570900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,AAPL,171.21947575824993,171.466716951182,169.38988489439063,169.6667938232422,169.6667938232422,50747300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,AAPL,169.2019563309073,170.51728111058472,168.63825433413288,169.9436798095703,169.9436798095703,45143500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,AAPL,170.50740757419857,171.98095531956056,169.79535178285977,171.0810089111328,171.0810089111328,56058300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,AAPL,171.4073332194312,173.8302932098977,171.19964403606525,173.49403381347656,173.49403381347656,54835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,AAPL,175.00718521743593,177.01478218217846,174.62148962052487,175.3434295654297,175.3434295654297,55964400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,AAPL,175.3731100748192,177.37082297149757,174.80939295881248,175.2939910888672,175.2939910888672,99625300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,AAPL,175.73899077622127,178.13228308457525,174.97748387661747,178.1026153564453,178.1026153564453,68901800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,AAPL,179.03225923715402,179.77398268262323,177.2817876805341,178.95314025878906,178.95314025878906,61996900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,AAPL,180.61461168229852,182.90900173212887,176.07525265044882,177.5982666015625,177.5982666015625,121946500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,AAPL,177.98396853821802,178.1323071989488,175.47198988688834,177.23236083984375,177.23236083984375,64848400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,AAPL,176.47083445864072,179.21027045240393,175.36319900574063,175.85768127441406,175.85768127441406,61944600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,AAPL,175.93679801452896,178.84435638126445,175.50166626223591,178.5773468017578,178.5773468017578,50214900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,AAPL,179.4970927690662,180.21903277362324,178.636698310342,178.9630584716797,178.9630584716797,48900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,AAPL,179.26963019609002,181.86071280602803,178.97293777661235,181.76181030273438,181.76181030273438,54274900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,AAPL,180.7827428310429,182.11783606754224,180.42671494989577,181.287109375,181.287109375,54929100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-14,AAPL,181.3464426387383,182.35519080481038,180.0113494184458,181.9200439453125,181.9200439453125,57462900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,AAPL,181.9299404833556,184.46168752877136,181.75191900244837,183.95730590820312,183.95730590820312,65433200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,AAPL,184.66935702206612,184.92649747799743,182.2365125370702,182.87933349609375,182.87933349609375,101256200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,AAPL,182.37496829785866,184.0463209118931,182.37496829785866,182.9683380126953,182.9683380126953,49799100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,AAPL,182.85956101105992,183.363942649416,180.57505504326872,181.92994689941406,181.92994689941406,49515700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,AAPL,181.7123518491607,184.98582209518955,181.64311708726814,184.93637084960938,184.93637084960938,51245300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,AAPL,183.5023838322858,185.49019723798705,182.96833449974372,184.61990356445312,184.61990356445312,53117000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-26,AAPL,184.76824612936457,185.97478407089304,183.18589683511047,183.2254638671875,183.2254638671875,48088700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,AAPL,183.83864388833905,186.31105559004374,183.62107045135676,185.9846954345703,185.9846954345703,50730800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-28,AAPL,185.85608917215896,187.80435042269775,185.5297441703453,187.16152954101562,187.16152954101562,51216800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-29,AAPL,186.99343619982474,187.97251662731944,186.85498175364998,187.497802734375,187.497802734375,46347300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,AAPL,189.51529419368583,192.3338342950544,189.14936702429083,191.8294677734375,191.8294677734375,85213200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,AAPL,191.64154594163958,191.7404484310712,189.6438333602496,190.33612060546875,190.33612060546875,31458200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,AAPL,189.45596962493224,190.85039834497115,188.51644111338388,189.21861267089844,189.21861267089844,46920300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,AAPL,187.74505196417672,189.90100282202306,187.11211517011608,189.6933135986328,189.6933135986328,45094300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,AAPL,189.2977302172838,190.54382026308585,188.14064336966692,188.57577514648438,188.57577514648438,46815000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,AAPL,187.17144648236777,187.89340155065938,184.9759437256739,186.52862548828125,186.52862548828125,59922200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,AAPL,187.07252375168784,187.21097817460068,184.5407771096242,186.0044403076172,186.0044403076172,46638100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,AAPL,187.58679348705417,189.584506155405,186.39015480100775,187.67581176757812,187.67581176757812,60750200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,AAPL,188.39776494849258,189.08015296828228,187.68570919657313,188.43731689453125,188.43731689453125,41342300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,AAPL,188.13073248396137,189.07024584013215,187.53736277551775,188.58566284179688,188.58566284179688,41616200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,AAPL,189.78231082986184,192.17561856911308,189.6933076328095,191.84925842285156,191.84925842285156,50520200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,AAPL,191.21632100425936,192.185502135392,190.296576033276,191.5921173095703,191.5921173095703,48288200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,AAPL,190.9690618542327,196.04243976648678,190.5240157315845,192.94699096679688,192.94699096679688,80507300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-20,AAPL,192.9370956401489,194.3018715848771,190.3756810082794,190.9987335205078,190.9987335205078,59581200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,AAPL,191.95803606721273,192.8184304455329,189.11969738642375,189.82186889648438,189.82186889648438,71951700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,AAPL,191.27564505606543,192.759091941705,190.1284425094743,190.6229248046875,190.6229248046875,45377800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,AAPL,191.19654428358876,192.2942956871053,190.79106514120798,191.48333740234375,191.48333740234375,37283200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26,AAPL,191.53274958731205,193.48101082580538,191.1866210725465,192.3535919189453,192.3535919189453,47471900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27,AAPL,193.85685736898512,195.02382842734414,190.4251487828704,191.08775329589844,191.08775329589844,47460200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28,AAPL,192.52172755154825,194.46010471349214,191.9975775461535,193.66893005371094,193.66893005371094,48291400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-31,AAPL,193.8963936498011,194.32165626732748,193.10521896564188,194.28208923339844,194.28208923339844,38824100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,AAPL,194.07443808774235,194.55902113270218,193.12502533632087,193.45138549804688,193.45138549804688,35175100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,AAPL,192.88766337294663,193.02611782368746,189.73287873889473,190.45481872558594,190.45481872558594,50389300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,AAPL,189.4559433793295,190.2471029357017,188.58564975883863,189.0603485107422,189.0603485107422,61235200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,AAPL,183.47271804853088,185.312192820491,179.91243942847825,179.98167419433594,179.98167419433594,115956800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-07,AAPL,180.12011470756278,181.10907923772604,175.3928654606145,176.87631225585938,176.87631225585938,97576100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,AAPL,177.7070549630004,178.2806562533865,175.6203390114105,177.8158416748047,177.8158416748047,67823000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-09,AAPL,178.87403563482027,178.93337110075507,175.05663139218126,176.22361755371094,176.22361755371094,60378500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-10,AAPL,177.49935830249015,178.7553475423464,175.64011515660735,176.0060272216797,176.0060272216797,54686900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
